consecutivo,idindicador,nomindicador,idunidad,nomunidad,iddepto,nomdepto,idmpio,nommpio,idregion,nomregion,idsubregion,nomsubregion,idregimen,nomregimen,ideps,nomeps,idips,nomips,idzona,nomzona,ideducacion,nomeducacion,idocupacion,nomocupacion,idedad,nomedad,idestadocivil,nomestadocivil,idsexo,nomsexo,idetnia,nometnia,yea1990,yea1991,yea1992,yea1993,yea1994,yea1995,yea1996,yea1997,yea1998,yea1999,yea2000,yea2001,yea2002,yea2003,yea2004,yea2005,yea2006,yea2007,yea2008,yea2009,yea2010,yea2011,yea2012,fue1990,fue1991,fue1992,fue1993,fue1994,fue1995,fue1996,fue1997,fue1998,fue1999,fue2000,fue2001,fue2002,fue2003,fue2004,fue2005,fue2006,fue2007,fue2008,fue2009,fue2010,fue2011,fue2012,obs1990,obs1991,obs1992,obs1993,obs1994,obs1995,obs1996,obs1997,obs1998,obs1999,obs2000,obs2001,obs2002,obs2003,obs2004,obs2005,obs2006,obs2007,obs2008,obs2009,obs2010,obs2011,obs2012
1289,pgeembar,Porcentaje de mujeres de 15 a 19 años alguna vez embarazadas (ya son madres o están embarazadas por primera vez),1,por 100 (%),85,Casanare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.2,,,,,25.5,,,,,,,,,,,,,ENDS,,,,,ENDS,,,,,ENDS,,,,,,,,,,,,,,,,,,,,,,,,,
462,pcrparin,Porcentaje partos institucionales,1,por 100 (%),19,Cauca,19693,san sebastián,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.13,95.62,94.85,94.69,94.12,99.18,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
635,pcrparin,Porcentaje partos institucionales,1,por 100 (%),25,Cundinamarca,25649,san bernardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.37,96.69,98.48,98.8,97.44,98.19,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
1915,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,13,Bolívar,13442,María La Baja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.73,26.14,25.54,24.95,24.36,23.76,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
2649,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,68,Santander,68522,Palmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.11,21.45,20.79,20.12,19.46,18.8,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
517,pcrparin,Porcentaje partos institucionales,1,por 100 (%),27,Chocó,27450,medio san juan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.64,77.48,85.62,92.9,93.92,95.8,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
2540,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,54,N. Santander,54261,El Zulia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.4,14.08,13.76,13.44,13.12,12.8,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
270,pcrparin,Porcentaje partos institucionales,1,por 100 (%),15,Boyacá,15204,cómbita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.89,96.18,94.67,95.09,98.75,97.37,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
392,pcrparin,Porcentaje partos institucionales,1,por 100 (%),17,Caldas,17665,san josé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.06,100,92.98,100,100,98.39,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
1616,ttdnesti,Tasa de mortalidad estimada en menores de 5 años,20,Por 1.000 nacidos vivos,23,CÓRDOBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.37386059,41.97502654,39.57619249,37.17735844,34.77852439,32.37969034,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
248,pcrparin,Porcentaje partos institucionales,1,por 100 (%),15,Boyacá,15022,almeida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,95.45,93.33,100,100,96.15,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
1438,ptrldeng,Letalidad de Dengue grave,1,Por 100 (%),63,QUINDÍO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,17,33,,,,,,,,,,,,,,,,,,,SIVIGILA,SIVIGILA,SIVIGILA,SIVIGILA,SIVIGILA,,,,,,,,,,,,,,,,,,,,,,,,
2629,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,68,Santander,68320,Guadalupe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.18,23.21,22.25,21.28,20.31,19.34,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
2404,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,47,Magdalena,47030,Algarrobo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.28,28.63,27.98,27.33,26.68,26.02,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
182,pcrparin,Porcentaje partos institucionales,1,por 100 (%),8,Atlántico,08141,candelaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.55,99.49,98.9,97.38,98.46,99.28,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
1626,ttdnesti,Tasa de mortalidad estimada en menores de 5 años,20,Por 1.000 nacidos vivos,66,RISARALDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.50623434,22.40501821,21.30380207,20.20258594,19.1013698,18.00015366,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
2835,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,91,Amazonas,91001,Leticia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.72,42.72,42.72,42.72,42.72,42.72,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
1628,ttdnesti,Tasa de mortalidad estimada en menores de 5 años,20,Por 1.000 nacidos vivos,68,SANTANDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.69716921,26.31381405,23.9304589,21.54710374,19.16374858,16.78039343,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
1062,pcrparin,Porcentaje partos institucionales,1,por 100 (%),73,Tolima,73236,dolores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.97,73.72,87.2,90.16,94.44,99.09,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
187,pcrparin,Porcentaje partos institucionales,1,por 100 (%),8,Atlántico,08436,manatí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.42,94.29,96.11,98.03,99.37,99.2,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
2372,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,41,Huila,41524,Palermo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.97,16.78,16.59,16.4,16.21,16.02,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
1013,pcrparin,Porcentaje partos institucionales,1,por 100 (%),68,Santander,68745,simacota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.24,97.27,95.35,99.19,98.28,93.68,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
2357,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,41,Huila,41078,Baraya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.7,17.51,17.31,17.11,16.92,16.72,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
233,pcrparin,Porcentaje partos institucionales,1,por 100 (%),13,Bolívar,13655,san jacinto del cauca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.87,90,98.51,94.34,97.09,98.39,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
1347,pcrperca,Porcentaje de partos atendidos por personal calificado,1,por 100 (%),99,VICHADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.02291918,93.8704028,94.22336329,88.0733945,86.57243816,81.65680473,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
371,pcrparin,Porcentaje partos institucionales,1,por 100 (%),17,Caldas,17042,anserma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.9,95.79,97.49,97.27,98.8,99.49,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
648,pcrparin,Porcentaje partos institucionales,1,por 100 (%),25,Cundinamarca,25777,supatá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.56,95.08,97.83,98.08,100,95.65,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
375,pcrparin,Porcentaje partos institucionales,1,por 100 (%),17,Caldas,17272,filadelfia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.28,98.05,98.73,97.73,93.75,97.56,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
241,pcrparin,Porcentaje partos institucionales,1,por 100 (%),13,Bolívar,13760,soplaviento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.11,96.81,100,100,95.15,97.78,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
2048,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,15,Boyacá,15798,Tenza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.21,14.75,14.3,13.84,13.38,12.93,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
540,pcrparin,Porcentaje partos institucionales,1,por 100 (%),23,Córdoba,23464,momil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.62,97.83,98.89,99.52,100,100,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
2824,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,86,Putumayo,86569,Puerto Caicedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,24.34,23.69,23.03,22.37,21.72,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
1650,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,19,CAUCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.9272951,24.4200138,23.90892212,23.39393999,22.87536501,22.35278132,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
2701,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,70,Sucre,70742,San Luis de Sincé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.53,18.53,18.53,18.53,18.53,18.53,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
2351,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,41,Huila,41001,Neiva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.46,14.3,14.14,13.98,13.82,13.66,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
1426,ptrldeng,Letalidad de Dengue grave,1,Por 100 (%),27,CHOCÓ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,33.33,4,8,,,,,,,,,,,,,,,,,,,SIVIGILA,SIVIGILA,SIVIGILA,SIVIGILA,SIVIGILA,,,,,,,,,,,,,,,,,,,,,,,,
2779,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,76,Valle del Cauca,76563,Pradera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.96,14.51,14.06,13.61,13.16,12.71,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
2844,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,91,Amazonas,91669,Puerto Santander *,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.2,46.2,46.2,46.2,46.2,46.2,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
2573,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,63,Quindio,63401,La Tebaida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.61,16.11,15.61,15.11,14.62,14.12,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
2536,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,54,N. Santander,54223,Cucutilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.92,17.52,17.12,16.73,16.33,15.93,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
1629,ttdnesti,Tasa de mortalidad estimada en menores de 5 años,20,Por 1.000 nacidos vivos,70,SUCRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.334498,33.24406099,32.15362398,31.06318698,29.97274997,28.88231296,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
1188,rgrtgfec,Tasa General de Fecundidad,3,por 1.000 mujeres,15,Boyacá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.7,,,,,,,,,,,,,,,,,,,,,,,DANE,,,,,,,,,,,,,,,,,,,,,,,
1414,ptrldeng,Letalidad de Dengue grave,1,Por 100 (%),8,ATLÁNTICO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,25,0,5,,,,,,,,,,,,,,,,,,,SIVIGILA,SIVIGILA,SIVIGILA,SIVIGILA,SIVIGILA,,,,,,,,,,,,,,,,,,,,,,,,
46,pcrparin,Porcentaje partos institucionales,1,por 100 (%),5,Antioquia,05002,abejorral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.82,95.81,96.93,96.44,96.68,97.93,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
628,pcrparin,Porcentaje partos institucionales,1,por 100 (%),25,Cundinamarca,25572,puerto salgar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.28,97.67,98.76,99.3,98.65,97.87,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
832,pcrparin,Porcentaje partos institucionales,1,por 100 (%),52,Nariño,52435,mallama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.91,96.26,97.52,94.12,96.19,98.77,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
2652,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,68,Santander,68547,Piedecuesta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.1,12.57,12.05,11.52,11,10.48,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
2800,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,81,Arauca,81794,Tame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.8,43.98,42.17,40.35,38.54,36.72,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
2514,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,52,Nariño,52685,San Bernardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.21,20.74,20.27,19.8,19.32,18.85,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
1877,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,8,Atlántico,08372,Juan de Acosta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.69,21.21,20.72,20.24,19.76,19.28,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
559,pcrparin,Porcentaje partos institucionales,1,por 100 (%),25,Cundinamarca,25001,agua de dios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.62,97.66,98.64,98.63,99.39,99.27,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
1598,pbepredg,Prevalencia de desnutrición global,1,por 100 (%),68,SANTANDER,,,,,,,,,,,,,,,,,,,211,Menor de 5 años,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,,,,,,,,,,,,,,,,,,,,,,,ENSIN,,,,,,,,,,,,,,,,,,No reportado,,,,,,,
1823,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,5,Antioquia,05541,Peñol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.43,14.37,14.3,14.24,14.18,14.11,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
2710,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,73,Tolima,73055,Armero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.87,21.61,21.35,21.09,20.83,20.57,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
1988,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,15,Boyacá,15377,Labranzagrande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.55,29.55,29.55,29.55,29.55,29.55,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
1692,pbretaia,Porcentaje de brotes de ETA con identificación de agentes patógenos en muestras biológicas  alimentos y superficies /ambientales,1,por 100 (%),23,CÓRDOBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.66666667,83.33333333,,,,,,,,,,,,,,,,,,,,,,SIVIGILA,SIVIGILA,,,,,,,,,,,,,,,,,,,,,,,,
223,pcrparin,Porcentaje partos institucionales,1,por 100 (%),13,Bolívar,13458,montecristo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.47,98.7,98.97,96.15,99.07,97.14,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
1406,igrtgfec,Tasa Global de Fecundidad,2,Nacidos vivos,68,Santander,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.112,,,,,,,,,,,,,,,,,,,,,,,DANE,,,,,,,,,,,,,,,,,,,,,,,
427,pcrparin,Porcentaje partos institucionales,1,por 100 (%),85,Casanare,85400,támara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.33,74.8,68.12,78.57,73.64,80.45,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
1244,caelacex,Duración de la lactancia materna exclusiva en menores de 3 años,5,Meses,,,,,2,REGIÓN ORIENTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,2.5,,,,,2.7,,,,,,,,,,,,,ENSIN,,,,,ENSIN,,,,,ENSIN,,,,,,,,,,,,,,,,,,,,,,,,,
167,pcrparin,Porcentaje partos institucionales,1,por 100 (%),5,Antioquia,05887,yarumal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.35,98.5,98.29,99.16,99.31,99.17,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
899,pcrparin,Porcentaje partos institucionales,1,por 100 (%),86,Putumayo,86573,puerto leguizamo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.79,81.66,87.54,81.95,82.59,81.21,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
2414,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,47,Magdalena,47288,Fundación,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.05,16.67,16.29,15.91,15.53,15.15,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
50,pcrparin,Porcentaje partos institucionales,1,por 100 (%),5,Antioquia,05031,amalfi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.4,96.24,92.97,92.94,94.06,91.58,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
2518,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,52,Nariño,52696,Santa Bárbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.97,44.97,44.97,44.97,44.97,44.97,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
226,pcrparin,Porcentaje partos institucionales,1,por 100 (%),13,Bolívar,13549,pinillos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.68,81.39,89.2,94.44,97.44,99.54,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
1387,igrtgfec,Tasa Global de Fecundidad,2,Nacidos vivos,13,Bolívar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.608,,,,,,,,,,,,,,,,,,,,,,,DANE,,,,,,,,,,,,,,,,,,,,,,,
1848,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,5,Antioquia,05686,Santa Rosa de Osos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.02,15.84,15.66,15.48,15.31,15.13,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
2402,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,44,La Guajira,44874,Villanueva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.34,18.56,17.79,17.02,16.24,15.47,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
772,pcrparin,Porcentaje partos institucionales,1,por 100 (%),50,Meta,50245,el calvario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.88,79.41,96,74.36,92,95,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
34,pcrrncpn,Porcentaje de nacidos vivos con cuatro o más consultas de control prenatal,1,por 100 (%),99,Vichada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.62,64.8,62.77,60.55,53.95,52.66,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
2093,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,18,Caquetá,18029,Albania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.33,27.7,27.07,26.44,25.81,25.18,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
244,pcrparin,Porcentaje partos institucionales,1,por 100 (%),13,Bolívar,13836,turbaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.26,99.49,99.05,99.27,98.88,99.31,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
